@relation 'breast-cancer-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,8-9,24,31-32,34-37,49_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A38-N200-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Class {no-recurrence-events,recurrence-events}

@data
-0.004166,0.027435,0.013477,-0.065518,0.016133,0.003029,-0.00503,-0.104126,-0.026916,0.014297,0.030202,-0.072198,0.052072,-0.016938,-0.075769,-0.029107,-0.026271,0.069619,-0.033611,-0.000121,0.014061,0.0209,-0.050715,0.019756,-0.000144,-0.009153,0.027624,0.004261,-0.003867,-0.024729,0.039301,-0.045574,0.013899,-0.020812,-0.069875,0.060714,0.06054,-0.000151,no-recurrence-events
0.072189,0.144927,0.058277,-0.143643,0.053242,-0.021385,0.135107,-0.091919,0.007996,0.012833,0.005056,0.004462,-0.077567,0.035461,0.085852,0.06269,-0.028224,0.070596,-0.013225,-0.008422,0.029381,-0.081639,-0.066828,-0.048847,-0.055076,-0.00012,0.031774,-0.01234,-0.104941,0.047049,0.013911,-0.0153,-0.01137,0.037294,0.05366,0.001144,0.039056,-0.018706,recurrence-events
0.046372,0.087493,0.017139,0.000888,0.065937,-0.043114,0.024023,0.076538,0.010193,-0.088242,-0.082103,0.046943,-0.055839,0.039581,0.011145,0.03437,0.040624,-0.091026,-0.03532,-0.047973,-0.014626,-0.062108,-0.054621,-0.059346,0.010354,0.06116,0.097692,0.027211,0.071084,0.008475,-0.026128,0.005696,-0.021257,0.053163,-0.009817,0.085129,-0.066413,0.02231,no-recurrence-events
-0.02272,-0.016633,0.044727,-0.028409,-0.021953,-0.002098,0.027441,-0.029419,0.031677,-0.002304,-0.01179,0.02204,0.044747,-0.003449,0.063879,-0.03106,-0.09048,0.03251,-0.009441,-0.067504,0.086204,-0.079686,-0.018488,-0.014912,0.012063,-0.019407,-0.0068,0.040883,0.041787,-0.055002,0.050043,0.068684,-0.043718,0.021913,0.00239,-0.018387,0.06347,0.027193,no-recurrence-events
0.039292,0.028289,-0.138134,0.006747,-0.037578,-0.027489,-0.002344,-0.107544,0.057068,0.155899,0.076101,-0.013116,-0.074637,0.084442,0.140051,0.049018,0.026708,-0.0046,0.006428,0.026246,0.0989,-0.05283,-0.06927,0.051494,0.118508,0.028445,-0.076624,0.020863,-0.024619,-0.01008,-0.074957,0.019856,-0.044207,-0.083556,0.037058,0.273605,0.070306,0.072115,recurrence-events
0.042709,0.066955,-0.008252,0.024326,-0.083965,0.00724,0.049108,0.057251,-0.012268,-0.005966,0.059133,0.057075,0.00245,-0.031083,0.000159,0.053901,0.101964,-0.045127,0.004231,-0.101928,0.075615,0.006374,0.08576,0.07835,-0.096336,-0.019407,-0.145472,-0.007091,-0.048667,0.038992,0.075678,0.09322,-0.037554,-0.035277,0.002635,0.07048,-0.038581,0.028169,no-recurrence-events
0.09935,-0.062409,-0.043164,0.090732,0.016133,0.030372,0.010595,-0.033814,0.047302,-0.00914,-0.01179,-0.027276,0.039376,0.027984,-0.062097,-0.056451,-0.041896,0.077432,-0.062908,0.037965,-0.103127,0.065822,-0.007746,-0.066181,-0.047019,-0.0072,-0.013392,-0.035778,0.003945,0.005545,-0.027105,-0.061199,0.043196,-0.005187,-0.011281,0.006027,-0.015632,0.042818,no-recurrence-events
-0.032242,-0.0336,-0.039502,0.024326,-0.002422,0.011574,0.074804,0.078491,0.031677,0.046524,-0.032298,0.054755,-0.072928,-0.005341,-0.068933,-0.026177,-0.029689,-0.057822,0.021321,0.000855,-0.009743,-0.047459,-0.009699,-0.012471,-0.037498,-0.013059,0.032263,0.009633,0.006631,0.065115,-0.049566,-0.015789,0.034407,0.033632,0.009715,-0.014481,0.030267,-0.026518,no-recurrence-events
-0.007583,0.010711,0.008594,0.008701,-0.033672,-0.01577,-0.01504,0.059448,0.084412,-0.000351,0.008718,-0.020928,-0.072928,-0.007355,-0.033777,-0.06231,-0.024073,-0.065147,-0.012371,0.02234,0.021751,0.006252,-0.06927,0.024151,0.00718,0.076297,-0.013636,0.008656,0.063272,0.036795,-0.046636,-0.011394,0.038313,-0.005431,0.010203,-0.006668,0.039056,0.023287,no-recurrence-events
-0.04689,-0.021882,0.03667,-0.057706,-0.010235,0.023292,0.046972,0.014038,-0.021057,0.005508,-0.063548,0.079169,0.039864,0.008331,0.040442,-0.008599,-0.053126,-0.003135,0.035969,-0.067504,0.096702,-0.090428,0.005926,-0.026142,0.024025,-0.018918,0.045935,0.048695,0.024209,-0.050119,0.046137,0.113118,-0.053484,0.060975,-0.000051,-0.024246,0.043939,-0.016753,recurrence-events
0.015854,0.003997,0.023243,0.008701,-0.103008,0.014747,0.011572,0.004761,0.060974,0.069961,-0.010814,0.01374,0.008126,0.019195,0.018957,-0.107232,-0.086818,0.014932,-0.059978,0.036012,0.017967,-0.059666,0.010809,0.011944,-0.022605,0.011355,0.034948,0.023304,0.078164,0.013357,0.010004,-0.011394,0.01927,-0.079406,0.014598,-0.0262,0.022454,0.046724,no-recurrence-events
0.027084,0.029846,-0.021923,0.032138,0.041035,0.003334,0.095495,0.035766,0.013123,0.040909,0.014211,0.002387,0.00245,-0.042801,0.015784,-0.000787,0.004308,-0.033408,0.006184,-0.10974,0.08831,0.049343,-0.015803,-0.034931,-0.068992,-0.107297,-0.053675,0.035878,-0.058433,0.060476,0.0581,0.009236,-0.066851,0.054567,-0.036428,-0.034989,0.041497,0.008638,no-recurrence-events
-0.125564,-0.042573,-0.155102,0.051669,0.057148,0.058693,0.287451,0.117065,0.078308,-0.116074,-0.22053,-0.1596,0.258859,0.039367,0.160071,0.324409,-0.323146,0.025674,-0.141155,0.354859,0.211021,0.437892,-0.258234,0.531231,0.077736,-0.195432,-0.220179,0.354847,-0.024863,-0.230295,0.080317,-0.148113,0.172224,0.158387,0.228465,0.048019,-0.413093,-0.370268,no-recurrence-events
0.038986,0.047271,0.022632,-0.143643,0.029805,-0.048729,0.07456,-0.030396,0.019715,0.051895,0.010915,-0.028741,-0.037528,-0.011414,0.046789,0.050971,-0.028224,0.109658,0.025837,0.011109,0.064537,-0.028905,-0.016047,-0.033222,-0.035545,-0.027463,-0.011194,-0.022106,-0.089316,0.023611,0.037348,-0.007488,-0.013323,0.021669,0.073191,-0.053543,0.074212,-0.061674,recurrence-events
0.056381,0.039154,0.057422,-0.030362,0.002461,-0.030174,0.025732,-0.005982,0.078552,0.017227,0.046804,-0.076104,-0.023612,-0.025727,0.007239,-0.050591,-0.051661,0.011025,-0.035564,-0.003051,0.047264,0.065334,-0.055598,-0.034931,0.025246,0.055789,-0.030481,0.002797,0.029336,-0.074533,0.007075,0.002278,-0.035418,0.026063,-0.04009,0.007004,0.046868,-0.04312,recurrence-events
0.013901,0.032196,-0.099804,0.026279,-0.029766,-0.043114,0.069921,-0.009888,0.072693,-0.039414,0.104421,0.039619,-0.017997,0.010223,0.011145,0.017768,-0.000636,0.085244,0.059895,-0.047973,0.00515,-0.045994,-0.02923,0.008526,-0.05532,0.004031,-0.04928,-0.036754,-0.048057,-0.055979,0.038325,-0.005535,0.004621,-0.044493,0.046824,0.050949,0.054681,-0.013823,no-recurrence-events
0.038803,-0.007721,-0.037304,-0.030362,-0.104961,0.049904,0.037939,-0.047486,0.031677,-0.024765,0.043874,0.031318,0.058419,0.059234,0.025793,-0.087701,-0.037989,0.128213,0.004475,-0.012817,-0.032814,-0.025975,0.006902,0.027569,0.003762,0.014285,0.008093,-0.020153,0.031289,-0.059885,0.101801,0.071614,0.00218,-0.083312,-0.017141,0.084152,0.025384,0.062349,recurrence-events
0.043259,0.01004,0.059253,0.063388,0.133808,0.031257,0.010412,-0.007813,-0.070617,0.017105,-0.003856,-0.074639,0.155038,0.040328,0.040442,-0.076714,-0.013942,-0.043784,0.087238,0.165894,-0.160713,0.041164,0.058172,-0.072163,0.008584,-0.020383,-0.070887,0.005848,0.105508,0.007986,-0.027349,0.018025,0.141523,-0.039916,0.004099,0.018722,0.068475,0.015108,no-recurrence-events
0.040268,-0.067414,0.04961,0.079013,0.075703,0.060402,0.035253,0.02185,-0.062073,-0.063828,0.097585,-0.093194,0.178536,0.028777,0.016028,-0.064263,0.024755,-0.02999,0.040363,0.125855,-0.062233,-0.073338,-0.034113,-0.093037,0.029641,-0.013059,-0.037562,0.011097,0.119912,0.043631,-0.041753,0.018879,0.17552,0.0141,0.083933,0.080246,0.067376,0.038912,no-recurrence-events
-0.134781,0.047454,0.03667,-0.049893,-0.016094,-0.036278,-0.040918,-0.016236,0.016052,0.099258,0.093679,0.092841,0.022286,-0.00998,0.009192,-0.004693,-0.053126,0.032021,-0.01823,-0.01477,-0.005593,0.081447,-0.062434,-0.073994,-0.018455,0.045535,0.084509,0.060414,-0.107627,0.119803,-0.031988,0.111164,0.051985,-0.133849,0.076121,0.008957,0.010736,-0.163237,recurrence-events
-0.021683,-0.018769,-0.080395,0.000888,0.133808,-0.098625,-0.046717,0.021484,0.027039,-0.010239,-0.146434,0.060126,0.003182,0.011886,0.001379,-0.002496,-0.040797,0.016763,0.034504,-0.035277,-0.147041,0.054836,0.042547,-0.012593,-0.023643,-0.078977,-0.048426,-0.00587,0.02543,0.011892,0.019526,-0.058147,0.007734,-0.036498,-0.060354,0.01091,0.0216,0.050264,no-recurrence-events
0.126063,-0.043535,-0.358711,-0.244575,0.073065,0.219134,-0.103079,0.029865,-0.293212,-0.182816,0.185262,0.005427,-0.222486,0.056473,-0.065313,0.060318,-0.087536,-0.150612,-0.412719,0.077307,-0.204206,0.07956,0.023957,-0.013534,-0.022258,-0.143638,-0.074855,0.251723,0.138676,-0.136443,-0.093259,0.128099,-0.049105,-0.121485,0.065887,-0.280093,0.245803,-0.145667,recurrence-events
-0.019058,0.009368,0.035694,-0.057706,0.03664,-0.006005,0.032812,0.054077,0.014099,-0.019882,-0.024485,0.012763,-0.034843,-0.01706,-0.014246,0.00312,-0.002345,-0.053916,0.046711,-0.042113,0.079124,0.015041,-0.052668,-0.030049,0.04551,0.050418,0.009802,0.022328,0.010537,-0.048166,-0.002691,0.079914,-0.039812,0.100038,-0.023488,-0.002762,0.043939,-0.063628,no-recurrence-events
-0.024917,-0.061921,-0.051709,-0.030362,-0.023906,-0.046044,0.086523,0.017944,0.014099,0.058243,0.013601,-0.006768,0.036935,-0.063691,-0.000574,-0.039849,-0.043361,0.006631,0.01302,0.037965,0.006126,0.013088,0.056707,-0.079853,0.023537,-0.022825,-0.025843,0.057484,-0.062705,-0.003244,0.007075,0.022297,-0.095476,0.135682,-0.061574,-0.049637,0.002923,-0.110503,recurrence-events
-0.035904,0.047821,-0.054638,0.034091,0.007344,-0.101708,-0.031153,-0.025025,-0.019104,-0.081406,-0.022532,-0.047296,0.047189,-0.034699,-0.006433,0.041206,0.016942,-0.041709,-0.066082,-0.001098,-0.03196,-0.117772,0.011785,-0.012959,-0.008445,0.016726,0.058142,0.090687,0.039834,0.073904,0.001215,-0.051433,-0.065691,0.049257,-0.04302,0.056808,-0.070319,0.054537,no-recurrence-events
0.016749,0.050032,0.087212,0.124566,0.058905,0.079638,-0.060537,-0.069134,-0.002929,-0.098954,-0.195475,0.086481,-0.013319,0.104035,0.114374,0.040055,-0.047619,-0.078469,0.043336,-0.063318,-0.149366,-0.029571,0.084992,0.029801,-0.082378,-0.019615,0.040745,0.006239,0.034427,-0.045134,0.010989,0.061815,-0.008883,-0.004115,-0.070587,-0.1131,-0.027513,0.10592,no-recurrence-events
0.021713,0.028289,-0.000195,-0.032315,-0.018047,-0.152489,-0.088282,0.029175,0.010193,-0.031601,0.000905,0.08454,0.064034,-0.02298,0.034582,0.072456,0.069677,0.007119,-0.078777,-0.028442,0.052025,-0.094823,0.038152,0.004619,-0.045555,-0.004758,-0.096155,-0.018199,0.022256,-0.025705,-0.004644,-0.079753,0.037825,-0.067931,0.091746,0.07048,-0.048835,0.005708,no-recurrence-events
0.021326,-0.120073,-0.047676,0.120659,-0.040216,-0.027937,0.026804,0.103107,0.062257,0.13359,0.055379,-0.053655,-0.039137,0.130021,0.003046,0.055436,0.092396,0.040306,0.003785,0.054846,-0.033307,0.030244,0.083527,0.095352,0.000935,-0.053306,0.014012,-0.015367,-0.045895,-0.113005,-0.024899,0.04265,-0.075472,0.027441,-0.043488,0.111509,0.109084,-0.000159,recurrence-events
-0.023208,-0.028351,0.027149,-0.065518,-0.066875,-0.006005,-0.037012,-0.0094,0.004334,0.008438,0.002858,0.082587,0.001779,-0.002473,-0.046472,-0.044732,0.016942,-0.033897,-0.069012,0.024293,-0.011452,-0.049901,-0.008723,0.071026,-0.025047,0.02405,-0.109827,-0.025035,0.010537,0.070975,-0.04566,-0.033855,0.11302,-0.0484,0.023387,0.076339,-0.000983,0.05063,no-recurrence-events
0.009018,0.050872,0.07793,0.012607,0.119648,-0.022362,0.053564,-0.073364,0.064881,0.045547,0.083913,-0.052667,-0.006522,-0.012055,-0.029871,-0.099419,-0.039943,0.036416,-0.059002,-0.04309,0.063866,0.020412,0.013738,0.029522,0.041848,-0.047239,-0.027552,-0.038219,0.058633,-0.032541,0.003168,-0.009441,-0.131121,0.014344,0.026316,-0.007645,0.010736,-0.062651,no-recurrence-events
-0.007482,-0.146441,-0.059394,0.151909,0.028143,-0.052351,-0.103079,0.087482,0.009522,0.084762,-0.051066,0.023493,0.043383,0.146378,0.02453,0.098404,0.137318,-0.006569,-0.002562,0.078284,0.013323,0.0029,0.042512,0.045548,-0.018108,-0.056236,0.022801,0.003188,-0.062496,-0.068083,-0.101071,-0.013014,-0.024691,0.066015,0.059051,-0.005679,0.079787,0.044763,no-recurrence-events
-0.086828,-0.034624,0.1596,0.034722,0.027167,0.009417,-0.046194,-0.075116,0.068116,0.015426,0.147176,-0.060491,0.02434,-0.041976,0.067499,0.027115,-0.111217,0.068138,-0.046263,-0.120935,-0.058576,0.135224,-0.032684,-0.070663,-0.016887,-0.038658,0.030858,0.036391,-0.096432,0.010042,0.036624,0.125169,0.003629,-0.066554,-0.037628,-0.010561,0.051467,-0.171057,recurrence-events
0.075607,-0.024994,0.061695,-0.010831,-0.040508,0.048927,-0.008448,0.014526,0.000183,0.008926,-0.113108,-0.042413,0.013253,0.035461,0.033118,0.027534,-0.047755,0.076455,-0.016155,0.038453,0.016685,-0.048436,0.081609,-0.021504,-0.035545,0.023318,0.052282,0.007191,0.037637,0.050955,0.033442,0.1097,-0.027971,0.013856,0.082957,-0.100418,-0.018561,0.059419,no-recurrence-events
-0.01149,0.032196,0.003955,0.123935,0.101094,-0.004051,0.010351,-0.081665,0.027771,-0.083359,0.012624,0.001533,0.025704,0.023895,-0.002527,-0.066216,0.013036,-0.053428,-0.066082,0.006715,-0.030007,-0.049412,0.041082,0.006572,0.030617,0.022586,-0.017054,0.020375,0.045693,0.087576,-0.069097,0.036457,-0.153582,0.115663,0.046824,-0.044754,-0.119147,0.042818,no-recurrence-events
-0.00675,0.06584,-0.037422,0.009331,-0.091974,-0.007429,-0.019094,-0.038006,0.050538,-0.176957,0.096395,0.032771,-0.009595,0.046708,0.116327,0.013443,0.096058,-0.021706,0.074586,-0.007654,-0.047956,-0.050323,-0.028777,0.048966,0.005086,0.078041,-0.010402,0.000746,-0.064449,-0.044646,0.04346,0.034349,-0.021761,0.026952,-0.028839,0.012876,-0.021775,-0.005042,recurrence-events
-0.012955,-0.002961,0.052539,-0.010831,-0.072735,-0.033348,-0.012598,0.025268,0.037537,0.033829,0.015554,0.047431,-0.036796,-0.034699,-0.033777,-0.007623,-0.008448,-0.069053,-0.072918,0.008668,0.025657,-0.071873,0.026434,0.06126,-0.051414,0.034793,-0.112269,-0.008922,0.028115,0.04656,-0.059332,-0.023113,0.06761,-0.032775,0.038523,0.0363,-0.005866,0.015474,no-recurrence-events
-0.131424,-0.022309,0.157398,-0.178799,-0.009258,0.057716,0.044775,0.042847,-0.060364,0.085098,-0.016429,0.080634,-0.13372,-0.161927,0.066321,0.121284,0.087499,0.027627,-0.052776,0.140016,-0.012612,-0.054295,-0.129328,0.030254,0.054299,0.033084,-0.17428,-0.033824,-0.001426,0.115408,0.103754,-0.028972,-0.059221,-0.088195,0.058543,0.071457,0.02929,0.028169,no-recurrence-events
0.000961,-0.017975,-0.074658,0.043857,-0.010235,0.019386,0.124609,0.062866,0.035584,-0.023789,0.035085,0.037177,-0.06121,0.002471,-0.051355,0.030463,-0.006251,0.020303,0.081867,-0.063598,-0.021462,-0.037694,0.021551,-0.004658,-0.036521,0.000613,0.002966,-0.017711,-0.022666,-0.032541,0.028559,0.077961,-0.028093,0.041444,-0.007863,0.055832,0.028314,-0.046049,recurrence-events
-0.047623,0.079071,-0.070263,0.028232,-0.062969,-0.013817,0.059667,-0.075806,-0.007385,-0.093125,0.075124,-0.043389,-0.003593,-0.015168,-0.020105,0.033393,0.013036,-0.008506,0.023762,-0.012817,-0.03196,-0.102147,0.003973,0.053447,-0.020164,0.073367,0.01322,0.06139,-0.026572,0.032889,0.032465,0.061848,-0.075457,0.049257,-0.062551,0.084152,-0.021491,0.035005,recurrence-events
0.070297,-0.040436,0.032764,-0.003018,-0.031719,0.035988,-0.038477,0.000366,-0.056213,-0.004257,-0.067454,0.081122,0.066232,0.0242,-0.076746,0.010932,0.054296,-0.005088,-0.066082,0.045777,-0.045632,0.0209,0.076238,-0.0154,-0.03701,0.040652,-0.05221,-0.038219,-0.009971,-0.001291,-0.041753,0.020344,0.056868,0.018495,0.011668,0.046066,-0.08985,-0.001128,no-recurrence-events
0.008774,0.074798,-0.018994,-0.065518,-0.053203,-0.024559,-0.019434,0.057007,0.023865,0.046524,-0.005931,0.063544,-0.032889,0.02713,-0.024011,-0.05938,0.048436,-0.042197,0.019856,0.07898,0.049095,0.015041,-0.050715,-0.003681,0.004982,0.085574,0.053259,-0.005016,0.001748,0.002615,-0.035894,-0.037273,0.046125,-0.040099,0.040965,-0.022293,0.008782,-0.053862,no-recurrence-events
0.052719,0.086517,-0.04292,0.008701,-0.035625,-0.024559,-0.021387,-0.017212,-0.015198,-0.064804,-0.041087,0.061591,0.050118,0.042755,0.042395,-0.016412,0.071874,-0.053916,-0.010418,0.104371,-0.021218,0.005275,-0.009699,-0.085713,0.012795,0.135379,0.045446,0.047718,-0.045127,0.012381,-0.055425,0.021321,-0.048601,0.092714,0.010691,-0.045731,-0.112311,-0.014799,no-recurrence-events
-0.09816,-0.117585,-0.070752,-0.092862,0.030781,-0.004051,0.051367,0.132202,-0.024963,0.159805,0.023366,-0.050714,0.058907,-0.056122,-0.041589,-0.000787,-0.074611,0.018349,0.038899,-0.088988,-0.019509,-0.002537,-0.019465,-0.035908,0.054299,0.004519,-0.043909,-0.016735,0.000772,-0.065744,-0.053472,0.023274,0.001692,0.096132,-0.041067,-0.08284,-0.014655,-0.026518,no-recurrence-events
-0.151626,-0.014679,0.064258,0.026279,0.003437,-0.027489,-0.037012,-0.013794,0.072693,0.05336,0.108327,0.009345,-0.017753,-0.042512,-0.000574,-0.011529,-0.12173,0.009072,-0.050457,-0.07141,-0.030983,0.072658,-0.081965,-0.048115,-0.016258,0.035769,0.018591,0.075062,-0.05001,0.155935,-0.041753,0.13802,0.044172,-0.091368,0.046336,0.023605,0.040032,-0.082182,no-recurrence-events
0.02562,0.000946,-0.084179,0.034091,0.040547,-0.129051,-0.021875,0.040893,0.057068,-0.027695,0.004811,0.035712,0.032784,-0.009308,0.022864,0.025581,0.007177,0.053994,-0.029949,-0.036254,0.00515,-0.061619,-0.021418,-0.057881,-0.045555,-0.05261,-0.004358,-0.007457,0.01835,-0.014963,0.007075,-0.118816,0.014387,-0.044493,0.066355,0.023605,0.005853,0.005708,no-recurrence-events
-0.037512,-0.026812,0.010674,0.048394,-0.081232,0.048479,-0.086721,-0.14201,-0.031493,-0.036332,0.064169,-0.077093,0.105639,-0.030258,-0.004766,0.013443,0.025501,0.027122,0.053346,0.072424,0.016619,0.032197,0.043488,0.036759,-0.034465,0.017006,-0.00967,0.019301,-0.11401,-0.056365,0.01514,-0.012526,-0.022249,0.05454,-0.048859,-0.158999,0.031935,-0.071448,recurrence-events
0.036219,-0.045885,-0.041816,0.124566,0.018866,0.117144,-0.007192,0.11214,-0.038329,0.047896,-0.010416,-0.066961,0.063097,0.026887,0.019404,0.033951,0.040455,-0.070046,-0.021117,-0.131921,-0.127881,0.047944,0.014924,-0.008163,-0.085735,-0.053795,-0.006984,-0.035997,-0.022091,0.044465,-0.038327,-0.036818,0.032743,0.040075,-0.070099,-0.143374,-0.135545,0.126794,recurrence-events
-0.019607,-0.019135,0.000171,-0.120206,-0.097149,-0.040917,-0.018213,0.07605,0.043152,0.044083,-0.026194,-0.087335,-0.062919,-0.039734,0.007727,-0.046685,0.001073,-0.021201,0.017048,0.143922,0.012779,0.016017,0.034734,0.027324,0.04551,0.09363,-0.017054,0.044301,-0.007285,0.154471,-0.01148,0.058918,-0.028948,0.064637,0.027293,-0.096512,-0.00196,-0.018706,recurrence-events
-0.092972,0.080841,0.021167,-0.022549,0.112324,-0.053703,-0.030115,-0.066406,-0.025696,0.028824,-0.097606,-0.025811,-0.022697,-0.043778,-0.033777,0.056098,-0.066188,-0.035972,0.083332,-0.054809,-0.00544,0.034328,0.034734,0.061626,-0.030479,-0.014524,-0.034266,0.037098,-0.003867,-0.042795,0.025385,0.029744,-0.055742,0.010377,-0.097463,-0.047684,0.091912,-0.012236,no-recurrence-events
-0.068863,0.02304,0.017139,-0.038174,0.044453,0.001808,0.026464,-0.0094,-0.058166,0.001602,-0.028392,-0.018487,0.002267,-0.040497,-0.084558,0.061713,-0.002345,-0.028526,0.044758,-0.053832,0.082054,-0.051365,-0.013605,0.01292,-0.006248,-0.003293,0.064489,0.038929,-0.005088,-0.022775,0.014887,0.042805,-0.036882,0.068788,-0.038137,0.01091,0.054681,-0.055815,no-recurrence-events
-0.138931,-0.010773,0.099414,-0.010831,0.062031,-0.043114,-0.008692,-0.062622,0.055115,0.026016,0.127858,-0.014092,0.025216,-0.065949,0.042395,0.03144,-0.137355,0.055947,-0.036785,-0.135863,0.015892,0.092189,-0.089777,-0.091084,0.011086,0.010379,-0.010706,0.080922,-0.085166,0.066092,0.005122,0.184895,-0.024187,-0.024962,0.015086,0.031418,0.064446,-0.125151,no-recurrence-events
0.012009,0.070587,-0.000317,0.102451,0.079121,-0.017571,-0.079432,-0.051758,-0.01593,0.036636,-0.134715,-0.060967,0.003182,-0.009476,-0.080652,0.044379,-0.051051,-0.018394,0.026692,0.031129,-0.097237,0.093898,0.101141,0.0294,-0.08126,0.026492,-0.000574,0.009755,0.031289,-0.031076,-0.01563,-0.007366,-0.034258,-0.039916,-0.074026,-0.08284,0.000115,0.02292,recurrence-events
0.017563,-0.054108,-0.120068,0.059482,-0.043438,-0.047997,-0.009668,0.020874,-0.007385,0.011368,-0.022532,0.047919,0.094552,-0.013886,-0.008386,-0.012505,0.028905,0.024209,0.016926,0.100465,-0.025124,0.015041,0.076238,-0.093525,-0.026268,0.018191,-0.003382,0.031117,-0.072471,0.012381,-0.031988,-0.019695,-0.045672,0.084901,0.029246,-0.100418,-0.067389,-0.061674,recurrence-events
0.027573,-0.001008,0.063282,0.039951,0.009297,0.066261,0.021093,-0.042114,0.055115,-0.035507,0.021413,-0.052178,-0.02996,-0.009308,-0.024011,-0.023248,-0.05923,-0.02999,0.024738,-0.006957,0.060814,0.072658,-0.077082,-0.018818,0.00718,0.105593,-0.06637,0.002797,-0.010947,-0.053049,-0.046636,0.097981,-0.018328,0.10785,-0.013235,-0.071121,0.06054,-0.004057,no-recurrence-events
0.054672,-0.013093,-0.030712,-0.057706,0.022969,-0.046044,-0.048243,0.08728,0.002381,-0.029648,-0.068431,0.018622,0.030099,0.028106,-0.041589,-0.043755,0.054296,0.010537,-0.028972,0.024293,-0.037819,0.050197,-0.019465,-0.050556,0.048928,0.02698,0.070837,-0.007946,0.068154,-0.01301,0.01684,-0.030437,0.015852,-0.012755,-0.023488,0.077316,-0.042975,-0.00894,recurrence-events
-0.04801,0.085005,0.058282,-0.035591,0.080878,0.003313,0.018503,-0.11076,-0.02954,-0.05391,0.05245,0.074274,0.038988,0.046036,0.077265,-0.055892,0.094349,-0.035866,0.013063,-0.007654,0.015521,-0.057647,0.048371,0.028946,0.051716,-0.059166,0.056981,-0.010484,-0.057614,-0.013396,0.016116,-0.013014,-0.140414,0.086034,0.000458,-0.068179,-0.069627,-0.115393,no-recurrence-events
-0.017593,0.047454,0.030811,-0.038174,0.021015,0.002785,0.038671,-0.026001,-0.046448,0.046524,-0.00886,-0.049737,0.009103,-0.037324,-0.088464,0.032417,-0.014064,0.000771,0.008137,-0.01477,0.060814,-0.012303,0.009832,-0.003681,-0.014549,0.001589,0.077185,0.027211,-0.004111,-0.04426,0.0227,0.009602,-0.042254,0.03412,-0.057668,0.014816,0.038079,-0.079253,no-recurrence-events
-0.074234,-0.011139,-0.030224,-0.053799,-0.035625,-0.038231,0.009863,-0.021118,-0.058166,0.040665,0.001882,-0.055596,0.070138,-0.077363,-0.059168,0.00312,-0.000392,-0.008994,0.024738,0.045777,0.051048,-0.01035,0.060613,-0.011494,0.027443,0.012332,0.035681,0.082875,-0.037314,0.000662,0.026606,0.034016,-0.099382,0.100526,-0.077199,-0.034012,0.002923,-0.096831,no-recurrence-events
0.023422,0.094329,0.020069,-0.073331,0.03664,-0.110497,0.009863,-0.002564,0.00824,0.148086,0.004811,0.028388,-0.006522,0.154083,0.08927,0.022651,0.103124,-0.026572,-0.074383,0.096558,0.123314,0.010158,-0.101496,0.019756,0.071389,0.082644,0.035681,0.056508,-0.052939,-0.089182,-0.094488,0.025227,-0.090593,0.069276,0.007762,0.137863,0.090814,0.032076,recurrence-events
0.056381,0.039154,0.057422,-0.030362,0.002461,-0.030174,0.025732,-0.005982,0.078552,0.017227,0.046804,-0.076104,-0.023612,-0.025727,0.007239,-0.050591,-0.051661,0.011025,-0.035564,-0.003051,0.047264,0.065334,-0.055598,-0.034931,0.025246,0.055789,-0.030481,0.002797,0.029336,-0.074533,0.007075,0.002278,-0.035418,0.026063,-0.04009,0.007004,0.046868,-0.04312,recurrence-events
-0.010818,0.029693,0.051929,-0.178799,0.029805,0.01963,0.008154,-0.074341,-0.068176,0.018692,-0.034007,-0.101006,-0.005302,-0.012391,-0.062586,0.047065,-0.002833,0.095986,0.016071,0.018922,0.036217,-0.011326,-0.019953,0.044903,0.002541,-0.007932,0.053259,-0.002574,-0.042441,0.070486,0.064692,0.033528,0.008161,0.017762,-0.010793,0.012863,0.071282,-0.003081,no-recurrence-events
